post_id,post_date,keyword_group,matched_keywords,post_text,marriage_attitude,coding_note
4720600390046677,2021-12-31 22:51:00,marriage,不婚,来自于2021.12.31日晚给醉酒的余先生的一些话:今天是阳历2021最后一个小时了，不出意外的话，也应该是我们婚前的最后一个以男女朋友关系共同的跨年了。虽然我们在一起的这近七年的时间，彼此陪伴的时间非常的少，异地多年，彼此忙于工作，有好多说过但还没来得及做的事，也有很多遗憾，未完成的心愿。说实话，嫁给你这件事，我曾经很纠结，因为都说远嫁是场豪赌，而我又是一个很敏感很纠结的人，虽然我看起来大大咧咧没心没肺，但我曾经是个不婚主义，我对于婚姻的期盼真的没有太多。因为怕被伤害，所以选择不去期待。但这么多年，你从来没有做过让我很失望的事，看着你努力为了让我过上好的生活拼命加班的样子，不善言辞却一喝多就打电话表白爱我超级爱我的样子，从来不去强迫我做我不想做的事情的样子，努力的去改变自己生活中我不喜欢的小毛病的样子，我任何的不舒服你都会做我坚强后盾的样子，工作疲惫不堪却还要想办法让我开心的样子。从大学相识，相知，相爱，然后一步步走到现在。我们彼此见证着从青涩走到成熟，从年少轻狂到沉稳多思。我们都逐渐被生活压弯了腰，却必须要昂首挺胸向前走。我们都有很多的不足，未来很长，人生很长很短，有些路，慢慢走，有些话，慢慢说，有些事，慢慢做。希望我们都不会让彼此失望，而是共同努力的奔向前方,0,mixed/ambiguous
4720597857469382,2021-12-31 22:41:00,marriage,不婚,lyq|2021年度总结|关于2022这一年阴晴圆缺都经历了，身体健康，生活美满。✔️看了几场演出，见了很多喜欢的说唱歌手，纯纯精神食粮了。夏老师，玄朗，feezy，沙一汀，AD钙，王极，辣妹，愚月，摊爸，周密，江奈生，玫瑰狗狗，于贞。✔️练软笔字，能得到爸爸的夸赞蛮不容易的。明年回家妹妹就要比我写得好了，又要被小屁孩嘲笑了为什么我小时候他不教我✔️攒钱，现在的数目已经很满足了。足够去打完三针打九价了。✔️慢慢和爸妈灌输不婚不恋的想法。举例就是他们自己，反正我怕死，说一句就回顶一句，脾气好像臭狗屎。✔️后半年发现文学史的课程比较合我胃口，古代文学yyds。大创项目也有了奇怪的进展。✖️没有和楚涵见面。从今年元旦的木牌开始约，一直到年尾都没有机会见面。✖️四级变成了一个没有着落的事，裸考成了我今年最下头的行为。✖️永远没出息，永远希望把情感寄托在别人身上。新的一年，我的愿望很简单：四季平安，心愿达成。◾️慢慢养成稍微稳定些的心性。◾️该见面的人都能如约而至，每拖一次就少一份缘分。◾️大创项目年底必须结题了，千万不要带到大三去…◾️试着攒到2～2.5w。试试拆书稿。整理了一下相册。元旦在钟楼跨年，二月离家，四月开始陆陆续续地看演出，五月去兰州，七月成为冬奥预备志愿者，八月迎新，十月遇到了一个女孩，后来度过了这平凡又不凡的两个月。心情多少有点复杂，既为尚未完成的事情感到一些自责和遗憾，同时也会觉得，幸好还有来年。有过无人可说也缺乏理解的时刻，但幸好还有我的朋友们，借着彼此的力量度过昏暗的时刻，也通过分享联系着彼此的感情。当我回想起来，就会觉得，再糟糕的生活，我们曾经至少也有过一段值得回忆的时光。,-1,explicit negative/rejecting
4720616022476670,2021-12-31 23:53:00,marriage,不婚,我不婚主义者从初中就开始这么想了也看着身边一个接一个的人不想结婚休想说服我noway🙅🏻‍♀️,0,mixed/ambiguous
4720610440381390,2021-12-31 23:31:00,marriage,不婚,石冈君，2022年也要快乐。一个问题，如果里美决定终身不婚，陪伴石冈，是否能发展出相似御石的关系（注意是【相似】）意思是互相喜欢但是石冈君不会接受了。有点惨啊里美酱，双重替身....,-1,explicit negative/rejecting
4720595117811006,2021-12-31 22:30:00,marriage,不婚,2021年最后一餐吃这个烤鸭真的非常好吃😋再过一个多小时就2022年啦～希望家人健康平安快乐希望2022年可以遇到一个我喜欢他他也喜欢我的男生～有对的人出现的话，我也想结婚～不想当不婚族喽…,0,mixed/ambiguous
4720592899546302,2021-12-31 22:21:00,marriage,不婚,在2021年的最后一天去体检，又是结节又是囊肿的，我检讨，今年我真的很容易生气，火都压在心里，以后要想开点，不要生气！长久以来的痛经也找到原因了，唉虽然说对不婚主义的我没多大影响，但是只要是带病的字眼我就开始害怕，总之该吃中药吃中药，对自己身体更好！明天就是2022年了，只希望新的一年保持好的心态，不生气，不发火，平心静气，我和家人无病无灾，开心快乐，工作顺利，生活顺风顺水。,-1,explicit negative/rejecting
4720592433191671,2021-12-31 22:20:00,marriage,不婚,叶老师，真的真的非常想跟你结婚，来自一个不婚主义者的自白,-1,explicit negative/rejecting
4720590134706799,2021-12-31 22:10:00,marriage,不婚,酸甜苦辣自己品，喜怒哀乐自己尝。若有来生，不婚不嫁不育不养，不做谁的妻，不为谁的娘。有些委屈除了自己谁也看不见，有些苦衷除了沉默谁也不能说，说不出的痛最无奈，没人懂的苦最心酸,-1,explicit negative/rejecting
4720586108961231,2021-12-31 21:54:00,marriage,不婚,不婚永远快乐,-1,explicit negative/rejecting
4720578643101623,2021-12-31 21:25:00,marriage,不婚,#第一批00后开始被催婚了#王思聪家里有皇位是不婚族，普通人刚刚性成熟爹妈就惦记着催婚催崽了。,-1,explicit negative/rejecting
4720578063242510,2021-12-31 21:22:00,marriage,不婚,前段日子和妈妈谈心，说了那段从未向她提过的感情。现在的我表示并不排斥接触新的男生，但是我也做好了如果没有遇到很喜欢的人就一直单身不婚的准备，并且希望妈妈我能尊重我这样的决定。工作后听过太多人结婚是因为父母的催促，或者自己年龄大了看着身边人都结婚了所以也赶紧跟着结婚，甚至有和前任分手赌气就和家里安排的相亲对象直接结婚……总之各种各样的原因吧，却很少听说因为爱情而选择结婚。我不想跟一个不喜欢的人结婚，在父母满意的泪光之中，在经历一场盛大的婚礼之后，高光之灯熄灭，人群散场，等激动的心绪平复下来，巨大的空虚、悔恨感，绵绵长长、漫无止境地将自己淹没,0,mixed/ambiguous
4720576109742265,2021-12-31 21:15:00,marriage,不婚,要是能从新选择，我一定当个不婚族！,-1,explicit negative/rejecting
4720574871897730,2021-12-31 21:10:00,marriage,不婚,做一个不婚的丁克如果没有世俗的鄙视眼光应该会非常非常幸福吧,-1,explicit negative/rejecting
4720574309606276,2021-12-31 21:08:00,marriage,不婚,遇到胖胖的姑娘，面如满月精致妆容，长长卷发，很美，想到肚皮舞老师，国际贸易老师，内心丰盛而浪漫，从不婚，到存满盒子的金条做嫁妆，眼神做个纪念，过往一并清理，姐姐说，空才可承。丸子说，我以神速在冲。对，光速向前冲，社交降到最低，时间少量共享，拒绝三波倒数团，灵魂在太古仓跟我哥哥看珠江尊者牛逼,-1,explicit negative/rejecting
4720560627522693,2021-12-31 20:13:00,marriage,不婚,#第一批00后开始被催婚了#以偏盖全的标题党，满打满算才20出点头，大学还没毕业，至于催婚吗？若是催着谈对象并带回家，那还差不多。就一个妈妈的做法，上升的高度有点不胜寒，该起一身鸡皮疙瘩啦。00后的孩子们多自我，催急了，和父母对着干，我不婚啦。父母碰到这等角色，还真不好办。,-1,explicit negative/rejecting
4720555854924903,2021-12-31 19:54:00,marriage,不婚,-不婚主义者谈恋爱算不算渣男你会和不婚主义者谈恋爱吗？生活聊天室#娱乐综艺##明星日常#L新城影视-A的微博视频,-1,explicit negative/rejecting
4720546295844181,2021-12-31 19:16:00,marriage,不婚,我表哥说他是不婚主义，我妈竟然评论说真是大言不惭…这词用的…,-1,explicit negative/rejecting
4720542735400991,2021-12-31 19:02:00,marriage,不婚,又要老一岁了，希望我能继续顶住压力，坚持不婚丁克，不被我那封建父母和愚昧亲戚当成传宗接代的工具人。我们这边结婚，男方和父母就是为了子宫和孩子才结的婚，就是为了传宗接代，不然女生就会像商品一样被退货，甚至女生自己都是这样认为的。我不愿做这样的商品，我只知道我是个有自主思想的人。新的一年，希望自己更加独立！,-1,explicit negative/rejecting
4720615694797322,2021-12-31 23:52:00,fertility,二孩,@在小丁怀里撒娇@·绵耳兔绒·@1119az@·芝心小熊派·@·水鑫記·@·纤芝焗鳗鱼·@猪耳朵听听@芝心牌猫猫粮@a林嘉浔@半个月再来@暴躁猫咪·@把物理踩在脚底@北海知昀@不要番茄噜@錯懿@第六场日出·@躲进芝心怀里@二屁在加油la@贩卖心冻·@狗熊岭上嗦粉@和朱志鑫热恋@给飞飞买镶钻的拖孩啊@京都千金@荔枝酸奶冻_@莓冻泡奶·@幂味奶鑫@奶烊巡游记@nineteenmissu@o朱猪侠o@欠我担的小饼干什么时候还@气氛这么的微妙@七号X霸王龙back@糖果派对呀@桃芝椿咕茶@坨坨___@我好饿啊·@陷落黄昏Serein@小迪邮递员_@小jam儿@小杨肖恩的甜品铺子@希望三楼粉丝不要团建@吸一口刘宇@杨超越看看孩子吧@焉音悦台@一颗好生菜@一碗杉菜-@妤墨ZQ@余景天爱惨了你@找不到阿志藏的字啦-重生版@志-温柔的野心家@芝士芝鑫@芝心超哇塞@芝心环游世界@芝鑫可可@芝心漫游仙境@芝心牌猫猫粮@芝心是朱山根@芝心小奈@芝心zz@-阿志邮递员-@-丞哥要喝橙橙汁@1119az很高兴认识你们！新年要开心！,0,neutral/unclear
4720613547842568,2021-12-31 23:43:00,fertility,二孩,#告别2021#还有二十分钟，2021年即将结束。听着五月天的跨年演唱会，写着这份“年终总结”。回顾一年，感觉自己好像又浑浑噩噩的过了一年，没有任何的成长。时间易逝，容颜易老。这一年我可以问心无愧的说我真的有努力认真的工作，本希望通过一年的辛勤认真工作，争取职位薪酬再上一层，缓解小巴同学的经济压力，分摊生活的辛苦和幸福。5月31日这个国家宣布开放三孩的日子，我们措手不及的收到了二宝到来的通知。我前面的努力突然间全部清零，心里其实很是难过。回想这一年，小巴同学压力大了许多，我减少了交际应酬，每天尽可能的早点回家，分担婆婆带孩子的压力，可是有没有问过我，你上一天的班，再回家不停的围着满意转，不会累吗？有没有想一个人出去走走休息休息的想法？你自己去哪里了？2021年我们没有再添置大件东西，但是仍然很幸福，因为这一年，满意没有复发，健健康康的成长着，我满怀期盼的等待着二宝的到来。希望二宝健健康康的来到这个世界。2021年大着肚子奔赴杭州参加小毛的婚礼，希望她可以幸福美满。2022年，希望我们可以买一部可以全家出游的车车，有空的时候可以带着两个孩子出去游玩，接触外面的世界。希望我可以获得一份新的满意的工作，希望我们的家庭可以一直幸幸福福的，希望满意和二宝可以继续健健康康的成长。2022年，让我们一起向未来！,1,explicit positive/aspirational
4720612880158894,2021-12-31 23:41:00,fertility,二孩,一月在家天天买菜做饭像个家庭妇男？二月上了人生中第一份正经的班三月心肌缺血，哈啤酒都得热一下四月向新鲜的家人发出邀请五月过生日，见了几乎所有的家人，和断档家人在归国家人的帮助下进行了复合的大动作六月在宿舍一边减脂行动一边天天哈啤酒七月毕业并且天天哈啤酒八月从真爱上获得了乐趣九月吃吃喝喝十月和老家人酒店拖孩迈阿密一日游十一月离职然后抓住时间疯狂哈啤酒十二月双双叒有新的家人把俺往心里处我是友宝男，我的生活没有家人根本活不下去，我爱我的家人，也希望我的家人新的一年跟我爱他们一样爱我2022一切顺顺利利，2021是真的很垃圾,0,neutral/unclear
4720612544877225,2021-12-31 23:39:00,fertility,二孩,aiyo这是来自烟台的MC，嗨唱可以叫我Mac-JAY来整点flow不是在这秀希望都可以给你们六十六个六现在都开始2022跨上了热门，开心都不止2021过去化作尘，90后的孩纸在这说唱莫慌神，他们都叫我小杰哥嘻哈丢了魂。随便一句punchline我在这里shoutoutdropthebeat整点freestyle不是瞎叫我早已不带眼镜，freestyle不是很硬新年祝福给奔三的90后整点个性🙋aiyo你看我们多么有缘，2022我祝各位特别有钱，应该怎么讲呢你可以挣点打钱，挣完大钱叫我一起跨年可不可以呢你看我说的多么嗨，你们都看我拿着mic一直在这瑞思拜我就一直在这表达我的祝福我不仅freestyle我还在这呜噜aiyo你看他们都说爱了你看我拿着麦克风多么帅呢check我依然可以在这对着未来表白，希望将来继续努力不要辜负我的女孩。goddamn不随便牵手也不去夜店喝酒，不抽寂寞的烟也不跟女孩走。ohyofreestyle说的这里我也不想喊停，希望听到的每一位新年都能躺赢🙋peace&lovehappynewyear！2022！,0,neutral/unclear
4720612016660472,2021-12-31 23:37:00,fertility,二孩,二孩爸给我唱的一整个精神分裂,0,neutral/unclear
4720611018673457,2021-12-31 23:33:00,fertility,二孩,2021这一年我们步入婚姻的七年[暖一下]这一年我们的二宝出生了🤗让我们一家三口变成了一家四口好字凑成从此爸爸有了小情人，变得更加体贴心细，哥哥有了妹妹，变得更加懂事儿有担当看着俩宝一起玩耍，相亲相爱，共同成长，便被满满的快乐和幸福感包围了，这时二孩生活偶有的一地鸡毛就可以彻底忽略不计了感谢2021，你好2022！我们仍旧是我们，我们变成了更好的我们，我们更爱我们,0,neutral/unclear
4720605859157574,2021-12-31 23:13:00,fertility,二孩,2021年，愈发觉得我与世界的联系变得紧密，从新冠大流行影响出行，到杭州限购无购房资格，到互联网裁员影响以后就业，最后到二孩三孩政策所引发的未来可能会面临的养老问题。人总要学会跳脱出来，宏观地看待这个世界，为自己提前谋划出路，凡事要先人一步才能立于不败之地。2022，做好自己，爱我所爱之人。另：平安健康最重要,0,neutral/unclear
4720614684755634,2021-12-31 23:48:00,fertility,二孩,找到了skz3和二孩房快点播，饶你不死，但是世巡我真的，，，，，哈哈,0,neutral/unclear
4720610746307792,2021-12-31 23:32:00,fertility,二孩,咸酥鸡或许会迟到，但永远不会缺席🤣快乐爬墙一小时～今晚的编曲真的太帅了啦！！！隔壁团（bushi)吼，要拿出诚意来嘛，2021让你们这么溜了，2022知道该怎么做的吼（反正池宝的宝座已稳，二孩三孩可以出动了吼）,0,neutral/unclear
4720601736420797,2021-12-31 22:57:00,fertility,二孩,#晚安计划#跨年了，谁在陪你呢？有个结了婚二孩快出生的同学每次跟她聊天都会说我单身真好。每次我都苦涩无奈地笑了。单身一点都不好，我好想有个人可以陪伴我、支持我、温暖我。,0,neutral/unclear
4720601556850986,2021-12-31 22:56:00,fertility,二孩,有崽的这些年，每年跨年都这么的不一样，第一年在路上狂奔吃了碗牛肉面，第二年，爸妈去超市疯狂采购，我在家欣赏我的小宝，第三年蜷在小小的板凳上整理了滩一年的银行流水，今年，孩他爹千里送人头落地成盒，一个人被隔离在酒店，结束了一周的疯狂加班，肩膀酸到针扎，下午六点紧急撤离的医务人员这会开始吆喝大家下楼做核酸，迷一样的年尾，不管怎样，今年告一段落，happy🐮year,0,neutral/unclear
4720600993766078,2021-12-31 22:54:00,fertility,二孩,鉴于上一胎的经验，可能早期孕吐会让我在一个月内暴瘦10斤（虽然我怀澄澄的时候，吐到进产房的前一刻），我现在趁着孕吐还没抵达，开始给自己增肥。基本上就是一天吃4顿，早中晚加一顿夜宵。大卫和金秀儿试纸已经强阳看不出加深了…强阳用时比怀澄澄那时要快很多…不晓得孕吐会在什么时候来折磨我…今天晚上这夜宵也不知道吃的是什么。打包回来的铁板黑椒牛仔骨、墨鱼水饺、扬州狮子头、加上家里的刀削面，煮了一碗…大杂烩？胃口在悄悄改变，现在很喜欢吃麻辣的东西。尤其是黑胡椒的味道让我欲罢不能。巴不得吃饭的时候米饭上都撒一些黑胡椒粉…巴不得那个黑胡椒酱当吸吸冻吃…怀澄澄那会儿是抱着米醋使劲往里干…比起增肥，其实最让我头疼的是脸上长粉刺。怀澄澄那时候脸上真的特别干净，皮肤也超级好…现在突然脸上冒出来很多粉刺，又痛又痒…那会儿还不确定怀孕的时候就开始长了，我还欣喜是不是快要来大姨妈了…不晓得后面会不会变丑…#怀孕日记##孕期日记#,0,neutral/unclear
4720600088577690,2021-12-31 22:50:00,fertility,二孩,我在看：【浙江宁波：生育二孩三孩家庭买首套房，公积金首贷额度提高20万】@新浪新闻#跟新浪看热点#O浙江宁波：生育二孩三孩家庭买首套房，公积金首贷额度提高20万,0,neutral/unclear
4720599027681712,2021-12-31 22:46:00,fertility,二孩,2022南方周末新年献词没有谁想到，为这一年中国人的日常留下最真实画像的，是一份份“流调”。52岁的绍兴出租车司机，多日里每天跑车20小时；出差徐州的男人，日复一日调试设备，晚上吃麦当劳十分钟度过44岁生日；45岁的南京妈妈，除在机场做保洁外，其余全部是带孩子去各种培训班的足迹；35岁的爸爸，晚上在东莞居住，早上送完孩子后又大巴连地铁赶去深圳打工；沈阳大爷的鸡架子、广州阿婆的早茶、扬州天天麻将馆、云南多位八旬老人旅游到内蒙古额济纳旗，让疫中生活现出地方风情；而瑞丽居民的困顿、伊犁游客的窘迫、西安全城的封控，让人耿耿，有如身受……那些粗粝的细节，那些奋力生活的轨迹，那些单调重复里的爱、责任和坚韧，真实映照着一个个普通中国人的日常，比滚动播报的全球新冠疫情数字更加牵动人心。但疫情终究改变了每一个人的日常，时间之矢已无法倒转，世界再也回不到从前。多少坚固的东西都在烟消云散啊，那些耳边响起的崩裂声，仿佛低徊于时光深处的惊雷。旧的一页悄然翻篇，没有正式道别。新的世界加速拼图，不会友情提示。普罗大众的日常之上，是与新冠疫情相迭的百年变局在交织演变，历史正在流淌、奔腾、冲刷，淘荡出新的河床，镌刻出新的走向。外太空空间站新建起“三室一厅”，元宇宙模糊了虚拟与现实，时空概念在多个维度被刷新；“史上最大龙卷风”，“千年一遇暴雪”，纽约首遇暴洪，欧洲最热夏天，全球气候极端化让现实世界运行逻辑难以为继；中东难民冲击脆弱的欧洲联盟，美军急切飞离阿富汗泥潭，俄乌竞相屯兵，巴以飞弹对决，大国角力让全球关系空前承压。陌生的图景，陌生的语言，陌生的节奏，可谁能阻止这滚滚大潮？猎猎风起，我们已站在百年未有之大时代路口。何处是生门，何方有出路？谁能争得先机，谁能笑到最后？唯主动破局，果断开局，抉方向，择先机，方能萃取绵绵不断的力量。抉择当先，要在当下。抉择是亘古至今的召唤，谛听着生命固有的咏叹。君子居易以俟命，小人行险以徼幸。抉择是坚忍持久的爱，是为自己为亲人为路人为家与国的明天筹谋。抉择是责任担当，是纵然身在沙漠，也要变身骆驼，不为鸵鸟。抉择是勇气，是直面惨淡后的奋起，是横下心接纳陌生、改变和结果。抉择是较量，是狠狠扼住命运的咽喉而且还要以堂堂正正的姿势。抉择是新生，是涅槃后更为强壮的灵魂，是摧枯拉朽、洗髓换骨后的轻盈如燕，是从悲观中升华出的达观，是最终化成的不老青山。人之抉择，难以处处顺滑，但求不做浮萍。而每一个你我，绝不躺平，绝不由天，要努力在时代与命运的罗盘上刻下印记，以千万个一粟聚成洪流，汇于沧海。回望这一年，百年前那艘红船上的抉择，为中华民族带来第一个百年奋斗目标的实现、第二个百年奋斗新征程的启航；“共同富裕”浙江示范，“三次分配”全网流行；新选制香港落地，个人信息保护、反垄断纷纷亮剑；房产税试点已楼梯吱嘎响，“双碳”承诺描绘出绿水青山；“全面三孩”光速落地，“双减政策”重磅出击；互联网告别狂飙突进，“劣迹艺人”一夜褪尽光环……也许，要到10年、30年或者50年后，这些大事件大抉择的所有意蕴才能完全彰显，但你我皆已是局中人。每一个人既被抉择，又在抉择。就在眼前，就在此时。抉择当然有代价，尤在这巨变的当下。抉择重如千钧，更需要有心者不抛弃、有力者不放弃，一起扛起时代的那粒灰。你有你的抉择，我有我的抉择，家有家的抉择，国有国的抉择，文明有文明的抉择，历史有历史的抉择。亿万个抉择汇聚，世界方显参差多样，宇宙才真正博大浩渺。但无论大小，每一次抉择，都是一次主动求变，都期待一场苦尽甘来。正如每一棵破土的新芽，都带着穿透时光的倔强。在这条路上，我们守望相助，给灰心者做光，给失味者做盐。让软弱者挺起胸膛，让畏葸者不再彷徨，帮失意者重拾信心，向溺水者伸手施援，给悲恸者抚慰拥抱，令疲惫者沉入酣眠，为无家可归者提供最后的依靠。这是我们共同的抉择。落子无悔，抉择本身就是向前。从一个变局闯入另一个变局，从一个时空通关到另一个时空，抉择难分福祸，但求无愧天地；抉择无论成败，背影自带光芒。虽千万人，吾往矣！愿这一刻，时雪洗去尘垢，惠风拂走阴翳。沐浴和煦阳光，聆听万物呼吸。时光酿成甘酒，属于每一个正奋斗抉择的你。祝你新年快乐。,0,neutral/unclear
4720598267465911,2021-12-31 22:43:00,fertility,二孩,2021年的最后一天🔚今年最后一个夜班（照片是下班拍的），在这个夜班里有人迎来第二个孩纸的降生，有人痛失兄弟，有总是关心我下班的患者家属，还有热情跟我道别的患者⋯⋯一定是特别的缘分来到了这里，下一刻永远难以预料，不知不觉快半年了，感觉收获了很多，也越来越觉得要珍惜当下，珍惜身边的人，珍爱自己的生命，今年奔波不停，未曾想最后留在这里工作和发展，虽然想起专升本考试仍会觉得有些许遗憾，但来到这里也让我看到了不同的风景，只是走了不一样的道路，医路漫漫学无止境，非常羡慕科里那些经验丰富的老师们，每次他们跟我讲解很多急诊专科知识，操作，抢救病人时，我都觉得是他们的高光时刻，他们简直就是神的化身，跟时间赛跑抢人拯救生命，真的很伟大，虽然阿长对我有鼓励和肯定，但是我真的觉得未来能有这些老师的百分之十都谢天谢地，能把一件事情做到专业到极致真的让人佩服，他们是我的榜样，向这些优秀的老师们学习，努力成为一名合格的急诊科护士，每一轮的忙碌过后都在好好享受休息，骑自行车一小时到市里是我的快乐，因为可以买到喜欢的东西，从年初的粉色奇奇蒂蒂联名买到年底紫色奇奇蒂蒂，今年是被名创拿捏的一年☔️，简直不能想象回家的时候要带多少迪士尼商品回家，这还只是半年，生活在有山有水的温州是幸福的，也终于实现了落地窗玻璃阳台的小愿望，可能唯一美中不足的就是孤寡🐸，假期好短，好想出去旅游，好想去看海，等疫情好一些再计划吧，还是好好上班，充实自己，翻山越岭，披荆斩棘，日复一日，一定要成为自己想成为的人，人间烟火值得，万事喜乐皆阖，又忙又乱的2021年再见👋2022年愿美好翻倍🥳所愿皆如愿💕～,0,neutral/unclear
4720595877232773,2021-12-31 22:33:00,fertility,二孩,又是一个二孩妈,0,neutral/unclear
4720593688335156,2021-12-31 22:25:00,fertility,二孩,2021没什么特别的事情除了吃还是吃2022要开启俩娃生活啦期待呀～,0,neutral/unclear
4720588851518517,2021-12-31 22:05:00,fertility,二孩,回望这一年，百年前那艘红船上的抉择，为中华民族带来第一个百年奋斗目标的实现、第二个百年奋斗新征程的启航；“共同富裕”浙江示范，“三次分配”全网流行；新选制香港落地，个人信息保护、反垄断纷纷亮剑；房地产税试点已楼梯吱嘎响，“双碳”承诺描绘出绿水青山；“全面三孩”光速落地，“双减政策”重磅出击；互联网告别狂飙突进，“劣迹艺人”一夜褪尽光环……Allthingssplash!,0,neutral/unclear
4720586214082795,2021-12-31 21:55:00,fertility,二孩,今年二孩，乔迁，提拔，三大重要事件，规划师没有过始终还有遗憾，不过也好，以考促学，鞭策自己2022年继续努力。每年最后一天总结，总觉得自己在过去的一年做的还远远不够，有些事情还不够努力，但懊悔已然来不及，希望此刻这份懊悔的心情能保持住，2022年时刻勉励自己，把要做的事情，想做的事情，做到100分。,0,neutral/unclear
4720580663971115,2021-12-31 21:33:00,fertility,二孩,原来现在二孩爹是骂人的话啦，二孩爹的粉要把所有正经的词语都要污名化了,0,neutral/unclear
4720578705232067,2021-12-31 21:25:00,fertility,二孩,前段时间，因为有急事，我和孩爸都不在家，二女儿（5岁）被送到她姑姑家——也就是孩爸姐姐家住了一周。今天傍晚，我们吃饭时他姐过来了。她坐下之后，也拿了一些东西吃。不久，孩爸拿着一个杯子对女儿说：“去，拿杯子到饮水机那儿给姑姑接杯水，姑姑渴了。”听到这话，他姐也转过头来，对女儿说：“对，去给姑姑接杯水，姑姑渴了。”女儿不为所动，说：“想喝水，她自己去接不就行了吗？”孩爸继续诱导，说：“你忘了？前些日子你一直住姑姑家，姑姑照顾你来着？你也要学着照顾姑姑才对。”他姐也继续说：“是啊，你要学会给姑姑帮忙，这样以后才能继续在姑姑家住啊。”他们一直说，女儿不耐烦了，说：“不，我以后又不住姑姑家了。”他姐继续说：“那万一还得住呢？”女儿说：“你傻不傻？我妈妈都回来了，干嘛还要住你家。”听到这话，我对女儿说：“不能那么跟姑姑说话，傻是骂人的话，那样说不好。”除此之外，我并没有批评女儿，虽然用词不当，但她表达的意思是对的。即使我女儿在她家住了一段时间，我也并不认为女儿该因此对她感恩。因为照顾女儿是我们的义务，当我们有事，拜托她照顾女儿时，也是我们欠了她的情，而不是孩子欠了她的情。所以我们还就行，不用孩子还，孩子更加不必要因此心生愧疚，她仍然可以用平等的态度和她相处。即使这只是一句玩笑话，女儿也没必要去附和。,0,neutral/unclear
4720578173605048,2021-12-31 21:23:00,fertility,二孩,八十四在我们这个古老的国度里，八十四，可是个不太吉祥的数字，俗中有语；“七十三，八十四，阎王不请自己去”。前年三月，八十四岁的母亲在俗语中走向了生命的尽头。春天，本是个万物复苏的季节，可在这个美好的时光里，母亲的溘然离世，让我陡增伤感，悲从中来。母亲身出寒门，同万千乡下村妇一样，大字不识一个，这也难怪，在二十世纪三十年代的解放前，连吃一顿饱饭都感觉是幸福的贫民儿女，哪有上学的资本和机遇。母亲育有五孩，二男三女，作为小儿子的我，是母亲的最爱。十指连心，手心手背都是肉，母亲之所以特别疼我，因我从小体弱多病，五岁时脖子上长恶疮，八岁时从树上掉下摔断左腿，并不是特意的偏袒，更是一种特殊的照顾。上世纪五、六十年代，是国家极度穷困、物质匮乏的年代，在这种艰苦的环境下，一个农村的七口之家，怎样糊住几个嗷嗷待哺孩子的嘴，是母亲思考的头等大事。,0,neutral/unclear
4720570169825370,2021-12-31 20:51:00,fertility,二孩,可可爱爱又一年回顾2021年，二宝的到来，搅乱了原来的三口之家格局，孕后期因为一场重感冒煎熬了一个多月的兵荒马乱，可能老天垂怜我，整个分娩过程还算意外的顺利，月子也大体顺心，身体也恢复的很快，二孩模式渐入佳境。感恩单位领导同事的照顾以及俺妈一如既往地做我的坚强后盾。愿新的一年，阳光铺路，温暖如初[米奇比心]最后两张记录下2021年我的主战场，不容易呀！,0,neutral/unclear
4720557088053596,2021-12-31 19:59:00,fertility,二孩,浙江宁波官宣：二孩、三孩家庭，明年1月1日起施行！L冒昧的飞哥的微博视频,0,neutral/unclear
4720557084381794,2021-12-31 19:59:00,fertility,二孩,新年烫新头，走进理发店前我是青春妙龄美少女，走出理发店后我是离异失业二孩妈烫得好，下次不许烫了,0,neutral/unclear
4720554731114099,2021-12-31 19:50:00,fertility,二孩,2021最后一天，除了二孩百天照，竟然都没有一家四口家庭照，只能东拼西凑找到大儿子小时候照片发一下，过去的一年收获满满，新加入一位成员成了一家四口，未来希望很快有属于我们一家四口的小家，然后幸福下去！,0,neutral/unclear
4720554332918830,2021-12-31 19:48:00,fertility,二孩,金不金花的说这些都二孩爹争啥呀,0,neutral/unclear
4720553925544396,2021-12-31 19:47:00,fertility,二孩,吃饭邓皓丞感叹的说#我感觉我在这个家出局了[捂脸]我和爸爸相视一笑，太惊讶啦我问，为什么呀，爸爸妈妈最爱你了控诉如下3⃣️条第一，爸爸回家你就说，爸爸辛苦了，那么关心，吃饭的时候，爸爸又给妈妈夹菜，说妈妈辛苦了，你们就在互相关心对方，妈咪我每天读书，那么早就去学校，你怎么不说说，宝贝辛苦了……宝贝上学辛苦了，做题辛苦了呀爸爸还给妈妈送礼物🎁第二，晚上睡觉也是，明明晚上我睡中间在，我要和爸爸妈妈一起睡，可是我早上醒来，我都睡床边边去了，爸爸睡到中间在，我是不是出局了？第三，虽然去逛大超市，妈咪说，我自己选喜欢的，但是，每次买回家的东西，多半都是你们的，我就薯片，奶酪是我的他觉得洗衣液，牙膏纸巾都是爸爸妈妈的咋观察这么仔细呢没事儿总观察我们干什么～～～重点我哪里敢应付怠慢他事实证明，带一个娃，醋缸也要翻最近动不动就吃我和他爸爸的醋超级可爱的小朋友，新年来临给我们家的小醋缸，准备了一份惊喜奉上老母亲的一封表白信希望这个可爱纯真的小朋友在新的一年要更开心更自信更茁壮孩纸们是天使，愿所有人都平安快乐,0,neutral/unclear
