official_account,parent_post_id,post_created_at,post_month,keyword_group,keyword_categories,matched_keywords,parent_post_text,comment_id,comment_created_at,comment_month,comment_text
,5140773809424371,,,,,,,5140781165969464,2025-03-05T10:20:03+08:00,2025-03,去年刚生小孩，快点发[doge]
,5140773809424371,,,,,,,5140788724107654,2025-03-05T10:50:06+08:00,2025-03,抓紧发，再不发要长大了
,5140773809424371,,,,,,,5140792007985315,2025-03-05T11:03:09+08:00,2025-03,这个育儿补贴看从几岁开始发，到几岁。我这老二都快上小学了[笑cry]不知道能赶上不
,5140773809424371,,,,,,,5140780633035002,2025-03-05T10:17:57+08:00,2025-03,#发放育儿补贴# 政策快点出啊，我孩子都快长大了
,5140773809424371,,,,,,,5140794931678693,2025-03-05T11:14:46+08:00,2025-03,实实在在的好政策，感谢[good][good][good]
,5140773809424371,,,,,,,5140786635081251,2025-03-05T10:41:48+08:00,2025-03,刚生半个月，赶紧发[送花花]
,5140773809424371,,,,,,,5140777837006834,2025-03-05T10:06:50+08:00,2025-03,这个可得抓点紧了
,5140773809424371,,,,,,,5140792368961272,2025-03-05T11:04:35+08:00,2025-03,快点推进，等下小孩长大了🙃
,5140773809424371,,,,,,,5140781079467594,2025-03-05T10:19:43+08:00,2025-03,希望育儿补贴尽快落实 [打call][打call][打call]
,5140773809424371,,,,,,,5140811424728607,2025-03-05T12:20:18+08:00,2025-03,发展托幼太有必要了，现在去私立的托育一个月快四千，还只是福州的一个县城，太贵了，公立学校能开设就好了
,5140773809424371,,,,,,,5140789122303125,2025-03-05T10:51:41+08:00,2025-03,老二才两个多月，赶紧发
,5140773809424371,,,,,,,5140813961499717,2025-03-05T12:30:23+08:00,2025-03,产检能不能免费，或者直接报销
,5140773809424371,,,,,,,5140811932764441,2025-03-05T12:22:19+08:00,2025-03,上班，没空接小孩放学。学校能不能托管到七点啊，管小孩吃晚饭。[允悲][允悲]
,5140773809424371,,,,,,,5140869707989230,2025-03-05T16:11:53+08:00,2025-03,#发放育儿补贴# 作为一个正在育儿的奶爸，这是千呼万唤始出来的政策。育儿补贴可以参考的国家案例很多，主要目的就是减负，也可以刺激消费，要知道，这个补贴发放出来，是会转化成对孩子各方面的投入消费的。这对于当前经济刺激，是正向的。
,5140773809424371,,,,,,,5140777286763184,2025-03-05T10:04:39+08:00,2025-03,怎么发放 我们是河南洛阳栾川的
,5140773809424371,,,,,,,5140813795040456,2025-03-05T12:29:43+08:00,2025-03,去年8月生的娃，育儿补贴在哪都不知道，上个月才发到2024年一季度的，估计要等到年底吧[二哈]
,5140773809424371,,,,,,,5140784320348481,2025-03-05T10:32:35+08:00,2025-03,希望尽快落实，钱发到父母手中[作揖]
,5140773809424371,,,,,,,5140813941051272,2025-03-05T12:30:18+08:00,2025-03,这个育儿补贴看从几岁开始发，到几岁。我家老三九月份开始上幼儿园了[嘻嘻][嘻嘻][嘻嘻]不知道能赶上不[哈哈]
,5140773809424371,,,,,,,5140813239552786,2025-03-05T12:27:31+08:00,2025-03,发放育儿补贴，那可是好消息，希望早点看到狠狠落实下去的那一天
,5140773809424371,,,,,,,5140803421996471,2025-03-05T11:48:30+08:00,2025-03,育儿补贴和托育服务超贴心，为生育助力点赞！
,5140773809424371,,,,,,,5140851265112373,2025-03-05T14:58:37+08:00,2025-03,建议全国推行上幼儿园免费[doge]
,5140773809424371,,,,,,,5140859586609364,2025-03-05T15:31:40+08:00,2025-03,感谢政府，希望尽快落地
,5140773809424371,,,,,,,5140852318407360,2025-03-05T15:02:48+08:00,2025-03,看怎么发了，成本从哪里来，哪个收入水平的群体受益更大。
,5140773809424371,,,,,,,5140812549327573,2025-03-05T12:24:46+08:00,2025-03,小孩今年上小学了，能不能给我补发[泪]
,5140773809424371,,,,,,,5140811835245512,2025-03-05T12:21:56+08:00,2025-03,赶紧吧，发布了就生老二[doge][doge]
,5140773809424371,,,,,,,5140789034747431,2025-03-05T10:51:20+08:00,2025-03,赶快落实，这就要二胎[哈哈]
,5140773809424371,,,,,,,5140788119864092,2025-03-05T10:47:42+08:00,2025-03,抓紧落实，我好再生一个
,5140773809424371,,,,,,,5140811771546552,2025-03-05T12:21:41+08:00,2025-03,希望快点通过，二胎刚两个月[哇]
,5140773809424371,,,,,,,5140811445438549,2025-03-05T12:20:23+08:00,2025-03,我能赶上吗？娃现在1岁多[允悲][允悲][允悲]
,5140773809424371,,,,,,,5140850499129294,2025-03-05T14:55:34+08:00,2025-03,我们这儿已经实行了，到三周岁
,5140773809424371,,,,,,,5140813026689880,2025-03-05T12:26:39+08:00,2025-03,#发放育儿补贴# #全国两会时光# 
,5140773809424371,,,,,,,5140792592829323,2025-03-05T11:05:28+08:00,2025-03,支持，赶紧落实，准备二胎了[哈哈]
,5140773809424371,,,,,,,5140792520218339,2025-03-05T11:05:11+08:00,2025-03,我家老二都三岁多了，是不是完美错过了[允悲]
,5140773809424371,,,,,,,5140788150538432,2025-03-05T10:47:49+08:00,2025-03,快点啊，马上要生了
,5140773809424371,,,,,,,5140787098029231,2025-03-05T10:43:38+08:00,2025-03,抓紧 我娃儿要长大了
,5140773809424371,,,,,,,5140787008903704,2025-03-05T10:43:17+08:00,2025-03,去年生的，还可以享受吗[打call]
,5140773809424371,,,,,,,5140874854925401,2025-03-05T16:32:21+08:00,2025-03,#两会观察团##全国两会#政府拟发放育儿补贴，意图减轻家庭负担，提升生育意愿。网友们纷纷热议，若补贴力度足够，不仅二胎，三胎、四胎也不在话下。当然，想办法提高我们的收入也是一中极大的鼓励。作为人口大国，我们如何在保障质量的同时提升数量？ ​​​
,5140773809424371,,,,,,,5140859729479878,2025-03-05T15:32:15+08:00,2025-03,促进生育，很重要的一点就是要彻底解决生育男女的负担，卸掉他们的思想包袱，这种负担一方面是经济负担，一方面是思想负担，经济负担是生得起养不起，思想负担就是不敢生，现在的年轻人不敢生很大的一个原因就是如此，如果能从根本上解决他们的负担，彻底卸掉他们的思想包袱，有效促进生育理应是完全没
,5140773809424371,,,,,,,5140788585959389,2025-03-05T10:49:33+08:00,2025-03,@欢妹Ariel 林子可以除了生育津贴还有育儿补贴 了
,5140773809424371,,,,,,,5140779627710089,2025-03-05T10:13:57+08:00,2025-03,吉林什么时候执行吖[笑cry]
,5140773809424371,,,,,,,5140813819942520,2025-03-05T12:29:49+08:00,2025-03,实实在在的好政策[哈哈][哈哈]
,5140773809424371,,,,,,,5140803031138921,2025-03-05T11:46:57+08:00,2025-03,有真真正正解决父母们的“后顾之忧”[打call]
,5140773809424371,,,,,,,5140853803452405,2025-03-05T15:08:42+08:00,2025-03,老二都上学了，还能赶上吗？
,5140773809424371,,,,,,,5140853316130212,2025-03-05T15:06:46+08:00,2025-03,赶紧出啊，现在备孕呢
,5140773809424371,,,,,,,5140852213810181,2025-03-05T15:02:23+08:00,2025-03,赶紧发，再落实一下育儿假
,5140773809424371,,,,,,,5140851340607871,2025-03-05T14:58:54+08:00,2025-03,快点通过，这二宝明年就3岁了，要上幼儿园了
,5140773809424371,,,,,,,5140850452726433,2025-03-05T14:55:23+08:00,2025-03,最好可以育儿到6岁
,5140773809424371,,,,,,,5140813140199121,2025-03-05T12:27:07+08:00,2025-03,补发一下，娃娃大的
,5140773809424371,,,,,,,5140813073616965,2025-03-05T12:26:51+08:00,2025-03,家俩娃 都还没上幼儿园[打call][打call]
,5140773809424371,,,,,,,5140812486410621,2025-03-05T12:24:30+08:00,2025-03,快点 娃都三岁半了
,5140773809424371,,,,,,,5140811131129116,2025-03-05T12:19:08+08:00,2025-03,快发吧，我孩儿刚四个月
,5140773809424371,,,,,,,5140803156709273,2025-03-05T11:47:27+08:00,2025-03,刚生  希望赶紧落实[允悲]
,5140773809424371,,,,,,,5140792494525216,2025-03-05T11:05:05+08:00,2025-03,娃娃快出生了 快点发
新华社,5145249790300990,2025-03-17 18:16,2025-03,fertility,family_childrearing,育儿,#育儿补贴劳动工资等政策将陆续出台#【国家发展改革委：育儿补贴、劳动工资等提振消费配套政策将陆续出台】国家发展改革委副主任李春临17日在国新办发布会上表示，中共中央办公厅、国务院办公厅近日印发的《提振消费专项行动方案》针对需求侧特别是居民增收减负，提出了育儿补贴、劳动工资等政策，相关职能部门正在积极加紧制定和推出，后续会陆续出台。　　李春临说，方案是一个牵头管总的综合性文件，出台过程中汇集了30多个部门的政策合力，是集众智、汇众力出台的文件，后续落实需要相关部门共同发力。相关部门正在研究财税、商贸、金融等领域有利于促进消费的政策。国家卫生健康委已经在起草育儿补贴具体操作方案，其他诸如扩大住房公积金使用范围、农村低收入人口提能增收行动等，相关职能部门也在积极推进。　　“我们将更好发挥统筹协调作用，进一步凝聚共识，推动部门加快研究制定分领域的配套政策，使方案各项举措能够真正落地见效。”李春临说。（记者：严赋憬魏玉坤）,5145249875493585,2025-03-17T18:17:07+08:00,2025-03,期待育儿补贴、劳动工资等政策能切实落地，为民众减负增收，激活消费潜力。
,5145249790300990,,,,,,,5145253025154621,2025-03-17T18:29:38+08:00,2025-03,最有用的是劳动法能执行
中国新闻网,5175939031894314,2025-06-10 10:44,2025-06,fertility,family_childrearing,育儿,【财政部：#抓紧建立实施育儿补贴制度#】财政部社会保障司负责人葛志昊10日在国新办发布会上表示，抓紧建立实施育儿补贴制度，有关工作正在加快推进。（记者李金磊）,5175947616587913,2025-06-10T11:18:59+08:00,2025-06,就问今年内育儿补贴政策能实施吗？补贴多大力度
中国新闻网,5193428969197272,2025-07-28 17:03,2025-07,both,family_childrearing|fertility|marriage,家庭|对象|生育|育儿,【#育儿补贴政策来了#】#3岁以下每孩每年补贴3600元#中共中央办公厅、国务院办公厅今天（28日）发布《育儿补贴制度实施方案》，育儿补贴是在全国全面向群众发放现金补贴，具有开创性意义。《实施方案》明确了总体要求和四个方面的工作要求：要做到坚持改善民生、惠民利民，有效降低家庭生育养育成本；坚持统筹衔接、保障公平，与现行民生政策相衔接，确保符合条件的婴幼儿平等享受补贴；坚持尽力而为、量力而行，统筹考虑人口发展状况和经济社会发展水平，合理确定补贴范围和标准，确保财政可负担、政策可持续；坚持安全规范、简便易行，严格资格审核，规范发放流程，提高办事效率，确保资金安全，切实把好事办好。补贴对象和标准《实施方案》明确了补贴对象和标准，育儿补贴制度从2025年1月1日起，对符合法律法规规定生育的3周岁以下婴幼儿发放补贴，育儿补贴按年发放，现阶段国家基础标准为每孩每年3600元，发放补贴至婴幼儿年满3周岁。其中，对2025年1月1日之前出生、不满3周岁的婴幼儿，按应补贴月数折算计发补贴。对按照育儿补贴制度规定发放的育儿补贴免征个人所得税。在最低生活保障对象、特困人员等救助对象认定时，育儿补贴不计入家庭或个人收入。#3岁以下婴幼儿每年补贴3600元#,5193809090843680,2025-07-29T18:14:06+08:00,2025-07,这表不对啊，出生月份越早领的越多才对
,5193428969197272,,,,,,,5193448740619843,2025-07-28T18:22:12+08:00,2025-07,说了这么多，怎么领
,5193428969197272,,,,,,,5193447578537194,2025-07-28T18:17:35+08:00,2025-07,我小孩2025年出生的，怎么领
,5193428969197272,,,,,,,5193437812883879,2025-07-28T17:38:46+08:00,2025-07,我的独生子女补贴啥时候给？
,5193428969197272,,,,,,,5193429768211556,2025-07-28T17:06:49+08:00,2025-07,咋领啊，老大7月份刚3岁，老二刚5个多月。
,5193428969197272,,,,,,,5193499498512907,2025-07-28T21:43:53+08:00,2025-07,育儿补贴信息管理系统是哪里，从哪里进
,5193428969197272,,,,,,,5241915517700824,2025-12-09T12:11:52+08:00,2025-12,想问一下这个育儿补贴政策和地方的二胎补贴政策会冲突么
,5193428969197272,,,,,,,5193681210705900,2025-07-29T09:45:57+08:00,2025-07,如果是外嫁外籍男性的不应给补贴，毕竟现在土著适龄人口男多女少，加上一些外国男性觉得亚裔女华女会崇拜外男，所以很多母国混不下去的平庸甚至低质量男老外都会想着猎艳华女
中国新闻网,5193429992604432,2025-07-28 17:07,2025-07,fertility,family_childrearing,育儿,【转发了解！#育儿补贴如何申领和发放#】在申领程序上，育儿补贴由婴幼儿的父母一方或其他监护人按规定向婴幼儿户籍所在地申领。主要通过育儿补贴信息管理系统线上申请，也可线下申请。育儿补贴的发放渠道为申领人或婴幼儿的银行卡或其他金融账户，鼓励通过惠民惠农财政补贴资金“一卡通”或婴幼儿的社会保障卡发放。各省份结合实际确定具体发放时间，提高发放效率，确保补贴及时足额发放到位。《实施方案》明确了育儿补贴的信息管理要求，以及对育儿补贴制度的实施进行全程监督。《实施方案》要求加强组织领导，各地制定实施方案报国家卫生健康委、财政部备案，做好政策衔接，增强实施效果。（央视）#育儿补贴标准如何设定##3岁以下婴幼儿每年补贴3600元#O国家育儿补贴方案六大热点问答,5193455668298794,2025-07-28T18:49:44+08:00,2025-07,算一下，省着点刚刚好是年奶粉钱的平均价，还真的是国家发奶粉钱[嘻嘻]
,5193429992604432,,,,,,,5193430720317925,2025-07-28T17:10:36+08:00,2025-07,国家政策暖人心，育儿补贴助成长！为这项惠民政策点赞，切实减轻家庭负担，让更多家庭敢生、愿生、优生！
,5193429992604432,,,,,,,5193477551033144,2025-07-28T20:16:41+08:00,2025-07,建议补贴到18岁[无聊][无聊][无聊][无聊]
,5193429992604432,,,,,,,5193455124614125,2025-07-28T18:47:34+08:00,2025-07,是所有人都能领还是困难户
,5193429992604432,,,,,,,5193498378635631,2025-07-28T21:39:27+08:00,2025-07,从数字上看，补贴金额或许有限，但其意义远不止于此。它是一种信号，一种引导，一种对未来育儿环境的积极塑造。这是一场由政策引领的社会变革，其影响将随着时间的推移而逐渐显现。#3岁以下婴幼儿每年补贴3600元#
,5193429992604432,,,,,,,5193475454405304,2025-07-28T20:08:21+08:00,2025-07,去哪申请啊没有这个系统啊
,5193429992604432,,,,,,,5193484164402655,2025-07-28T20:42:58+08:00,2025-07,23年11月22日出生的领到3周岁是多少钱？
,5193429992604432,,,,,,,5193472715523203,2025-07-28T19:57:28+08:00,2025-07,贵州的有人领到了没有
,5193429992604432,,,,,,,5193631218270386,2025-07-29T06:27:18+08:00,2025-07,够喝2个补拜的奶粉，小男孩最多喝10天。
,5193429992604432,,,,,,,5193477724045834,2025-07-28T20:17:21+08:00,2025-07,江西怎么领？有人领到了吗？
,5193429992604432,,,,,,,5193463919808238,2025-07-28T19:22:31+08:00,2025-07,2022年，1月10出生的就没有
,5193429992604432,,,,,,,5193460273649257,2025-07-28T19:08:02+08:00,2025-07,补贴系统在哪里呢？江西的
,5193429992604432,,,,,,,5193459725763765,2025-07-28T19:05:51+08:00,2025-07,没懂 为啥出生的越晚的金额越高22年开始的最少 是怎么算的
,5193429992604432,,,,,,,5196353636402359,2025-08-05T18:45:12+08:00,2025-08,我能说奶粉纸尿裤都跟着提价了吗
,5193429992604432,,,,,,,5194046685056856,2025-07-30T09:58:13+08:00,2025-07,为什么卡到21年呀，看不起21年吗 我就差十天就能领，现在一毛没有
,5193429992604432,,,,,,,5193514413723875,2025-07-28T22:43:10+08:00,2025-07,义务教育能彻底免费吗？
,5193429992604432,,,,,,,5193506261308503,2025-07-28T22:10:46+08:00,2025-07,是不是只有在小孩户口所在地，父母双方有一方社保交满一年才满足条件
,5193429992604432,,,,,,,5193503785363916,2025-07-28T22:00:56+08:00,2025-07,2022年5月出生的是不是没有了
,5193429992604432,,,,,,,5193498118854214,2025-07-28T21:38:25+08:00,2025-07,那4-18岁的没补助吗？
,5193429992604432,,,,,,,5193485533317582,2025-07-28T20:48:24+08:00,2025-07,育儿补助和二胎补助能同时领不
,5193429992604432,,,,,,,5193481383317229,2025-07-28T20:31:55+08:00,2025-07,看明白了 主要是什么时候开放申领呢
,5193429992604432,,,,,,,5193478419516888,2025-07-28T20:20:08+08:00,2025-07,小程序都还没上线呢吧？
,5193429992604432,,,,,,,5193470616536574,2025-07-28T19:49:08+08:00,2025-07,想请问一下 如果是在2025年间生的可以领取吗？
,5193429992604432,,,,,,,5193469241071756,2025-07-28T19:43:40+08:00,2025-07,22年4月27日出生的是能领1200吗？
,5193429992604432,,,,,,,5193442372358835,2025-07-28T17:56:54+08:00,2025-07,这个系统在哪里，什么时候开始申请
,5193429992604432,,,,,,,5193432683249727,2025-07-28T17:18:23+08:00,2025-07,一年补贴3600，也不多。
,5193429992604432,,,,,,,5203835830143461,2025-08-26T10:16:47+08:00,2025-08,80后又没有赶上趟，建议年龄放宽，18岁以前都是育儿阶段[二哈]
,5193429992604432,,,,,,,5193543295436505,2025-07-29T00:37:56+08:00,2025-07,说白了就是为了让你生孩子
,5193429992604432,,,,,,,5193504049332458,2025-07-28T22:01:58+08:00,2025-07,21年的默默路过……
,5193429992604432,,,,,,,5193496814422178,2025-07-28T21:33:14+08:00,2025-07,谁知道这是咋发的？一个月一发还是一次性啊
,5193429992604432,,,,,,,5193479382897242,2025-07-28T20:23:58+08:00,2025-07,没有买社保的能不能领[哼]
,5193429992604432,,,,,,,5193508312059389,2025-07-28T22:18:55+08:00,2025-07,单身生育的能领不
,5193429992604432,,,,,,,5193467602666858,2025-07-28T19:37:09+08:00,2025-07,等发布娃都三岁了[允悲]
,5193429992604432,,,,,,,5193462450493643,2025-07-28T19:16:41+08:00,2025-07,必须缴纳生育险才能领到补贴吗
,5193429992604432,,,,,,,5193460966754562,2025-07-28T19:10:47+08:00,2025-07,22年7月的，能领2100吗？
,5193429992604432,,,,,,,5206514254217375,2025-09-02T19:39:52+08:00,2025-09,什么时候河南省县城教师可以落实产假
,5193429992604432,,,,,,,5196384317999679,2025-08-05T20:47:08+08:00,2025-08,政策刚发布奶粉幼儿用品就涨价了
,5193429992604432,,,,,,,5193528155572943,2025-07-28T23:37:46+08:00,2025-07,双胎是不是可以领双份？
,5193429992604432,,,,,,,5193527707567116,2025-07-28T23:35:59+08:00,2025-07,赶不上啊，娃六周岁了，有啥政策没
,5193429992604432,,,,,,,5193512066222892,2025-07-28T22:33:50+08:00,2025-07,我在江苏上班，小孩户籍是老家山东的，我社保是江苏的，这种情况还能领吗？
,5193429992604432,,,,,,,5193509368758744,2025-07-28T22:23:06+08:00,2025-07,再等等[doge]等等党永远不亏
,5193429992604432,,,,,,,5193507884762922,2025-07-28T22:17:13+08:00,2025-07,育儿补贴信息管理系统上线了吗
,5193429992604432,,,,,,,5193503354128156,2025-07-28T21:59:13+08:00,2025-07,现在生还来得及吗
,5193429992604432,,,,,,,5193499378979459,2025-07-28T21:43:25+08:00,2025-07,哈尔滨去问了，说二胎才有
,5193429992604432,,,,,,,5193488972911309,2025-07-28T21:02:04+08:00,2025-07,夫妻双方都没有社保，可以领吗？[笑cry][笑cry]
,5193429992604432,,,,,,,5193483692017208,2025-07-28T20:41:05+08:00,2025-07,可不可以给8090的一点补贴[泪][泪]
,5193429992604432,,,,,,,5193481124316957,2025-07-28T20:30:53+08:00,2025-07,父母没有交社保可以领吗
,5193429992604432,,,,,,,5193472074058767,2025-07-28T19:54:55+08:00,2025-07,向户籍所在地哪个部门申请？
,5193429992604432,,,,,,,5193465595959781,2025-07-28T19:29:11+08:00,2025-07,2022年5月生是能申请还是不能？
,5193429992604432,,,,,,,5193460962821177,2025-07-28T19:10:46+08:00,2025-07,还没生的啥时候能领[太开心]
,5193429992604432,,,,,,,5193458388306925,2025-07-28T19:00:32+08:00,2025-07,户籍所在地哪个部门呢？
,5193429992604432,,,,,,,5193496760945344,2025-07-28T21:33:01+08:00,2025-07,请问需要结婚证吗？未婚生育可以领取不？
,5193429992604432,,,,,,,5193538427159072,2025-07-29T00:18:34+08:00,2025-07,国家能不能改一下 改成只要有娃的全部都领  激励一下
,5193429992604432,,,,,,,5193513668706896,2025-07-28T22:40:11+08:00,2025-07,真好 自己申请发自己卡里。免去中间商赚差价
,5193429992604432,,,,,,,5193501731718846,2025-07-28T21:52:46+08:00,2025-07,怎么么申请，在哪里申请，什么地区实行了
,5193429992604432,,,,,,,5193492797593252,2025-07-28T21:17:16+08:00,2025-07,育儿补贴和三胎补贴冲突吗
,5193429992604432,,,,,,,5193472355336714,2025-07-28T19:56:01+08:00,2025-07,如果你身体不好，请不要生，害人害己
,5193429992604432,,,,,,,5193456797878989,2025-07-28T18:54:13+08:00,2025-07,越晚出生领取的越多？
,5193429992604432,,,,,,,5193505106300490,2025-07-28T22:06:11+08:00,2025-07,“3岁以下孩子一年补贴3600元，按一年出生900万人口算，900万X3600X3=9720000万，就是接近1000亿。可以看做国家每年固定放水1000亿元，不算少了。”
,5193429992604432,,,,,,,5193481610069085,2025-07-28T20:32:48+08:00,2025-07,希望能尽快落实吧！别等到时候娃都大了，补贴还没下来[允悲]
,5193429992604432,,,,,,,5193475412987073,2025-07-28T20:08:11+08:00,2025-07,@今天开始减肥了咩 发下来请我吃饭
,5193429992604432,,,,,,,5193475123054680,2025-07-28T20:07:02+08:00,2025-07,是上乡里还是镇里还是市里申请啊[允悲]是去公安局申请还是去政府申请啊，上哪个单位申请啊
,5193429992604432,,,,,,,5193471098880497,2025-07-28T19:51:02+08:00,2025-07,意思3岁以上就没有洗戏[允悲]
,5193429992604432,,,,,,,5193466753584396,2025-07-28T19:33:47+08:00,2025-07,在哪里领哦，说是这么说的
,5193429992604432,,,,,,,5193465407474169,2025-07-28T19:28:26+08:00,2025-07,己申请，希望一万到帐尽快[嘻嘻][嘻嘻] http://t.cn/A6F5JJ1G
,5193429992604432,,,,,,,5193464658788415,2025-07-28T19:25:26+08:00,2025-07,2025年出生的呢？
,5193429992604432,,,,,,,5193459722094524,2025-07-28T19:05:50+08:00,2025-07,在哪个app申请
,5193429992604432,,,,,,,5193459163727008,2025-07-28T19:03:37+08:00,2025-07,“育儿补贴由婴幼儿的父母一方或其他监护人按规定向婴幼儿户籍所在地申领。主要通过育儿补贴信息管理系统线上申请，也可线下申请。”[不愧是你]#3岁以下婴幼儿每年补贴3600元##育儿补贴# 
中国新闻网,5193436233208009,2025-07-28 17:32,2025-07,fertility,family_childrearing,家庭|育儿,【#育儿补贴标准如何设定#】#地方可适当提标育儿补贴#哪些家庭可以申领育儿补贴？补贴标准为何如此设定？地方已有补贴政策怎样衔接？记者采访多位专家，对热点问题做出解读↓↓（新华社）#育儿补贴如何申领和发放#O国家育儿补贴方案六大热点问答,5193657789448551,2025-07-29T08:12:52+08:00,2025-07,河北省轻易贷六年了
,5193436233208009,,,,,,,5193466824889142,2025-07-28T19:34:04+08:00,2025-07,满3岁多了就没有？
中国新闻网,5193451209756841,2025-07-28 18:32,2025-07,both,family_childrearing|fertility|marriage,对象|生育|育儿,【#一图读懂育儿补贴制度#】#育儿补贴制度政策9问9答#育儿补贴制度从2025年1月1日开始实施，补贴对象为从2025年1月1日起，符合法律法规规定生育的3周岁以下婴幼儿。育儿补贴申领人应当符合什么条件？申领育儿补贴需要提供哪些信息？一起了解↓（国家卫健委）#育儿补贴#,5193468642855260,2025-07-28T19:41:17+08:00,2025-07,人口负增长是个大问题，像现在考公考编上岸的很多都是女孩，工作忙，地位高，很多都不想回家生孩子[允悲]，是不是应该强调一下考公考编的男女比例
中国新闻网,5194114509308894,2025-07-30 14:27,2025-07,fertility,family_childrearing|fertility,三孩|二孩|家庭|生育|育儿,【#育儿补贴不分一二三孩#】#育儿补贴制度确保政策可持续#日前，中共中央办公厅国务院办公厅印发《育儿补贴制度实施方案》。30日，国家卫生健康委副主任郭燕红在国新办发布会上表示，育儿补贴不分城乡、民族、区域，也不分一孩、二孩或者三孩，实现三孩生育政策下家庭支持的全面覆盖，确保符合条件的婴幼儿能够平等享受补贴的待遇。她还表示，我国是一个发展中大国，仍处于社会主义初级阶段。育儿补贴制度统筹考虑了人口发展情况和经济社会发展水平，合理确定补贴的范围和标准，确保财政可负担、政策可持续。量力而行才能行稳致远。#各地产假普遍延长至158天及以上#,5194121086238921,2025-07-30T14:53:51+08:00,2025-07,孩子双胞胎，5岁了。经济压力大，有扶持吗[捂嘴哭]
,5194114509308894,,,,,,,5194114683376629,2025-07-30T14:28:25+08:00,2025-07,来晚了，我生不起了[允悲]
,5194114509308894,,,,,,,5194139381533497,2025-07-30T16:06:34+08:00,2025-07,这些惠民政策都应该全国统一，由国务院统一制定。由各省市政府制定标准不一样，执行也难。到底是按户籍所在地执行还是按工作地点执行？如广东省制定的独生子女父母生病住院陪护假政策，父母是广东省户籍的就执行，而父母户口是外省的就参照执行，结果好多企业（特别是外资企业、私人企业等）就不执行。
,5194114509308894,,,,,,,5194135062711490,2025-07-30T15:49:24+08:00,2025-07,政策文件有了，什么时候落地？
,5194114509308894,,,,,,,5194125033868865,2025-07-30T15:09:33+08:00,2025-07,这才是真的好政策。没有一孩，哪来的二孩三孩！
,5194114509308894,,,,,,,5194120876263170,2025-07-30T14:53:02+08:00,2025-07,就是四孩五孩的没有咯？[嘻嘻]
中国新闻网,5194123616718308,2025-07-30 15:03,2025-07,fertility,family_childrearing|fertility,生育|育儿,【#各地产假普遍延长至158天及以上#】#各地均设立15天左右配偶陪产假#国务院新闻办公室今天14时举行新闻发布会，介绍育儿补贴制度及生育支持措施有关情况。在时间支持方面，进一步完善生育休假制度，各省（区、市）普遍延长产假至158天及以上；均设立15天左右的配偶陪产假、5~20天不等的父母育儿假。（央视）#国新办发布会介绍育儿补贴情况#L中国新闻网的微博视频,5194136713956647,2025-07-30T15:55:58+08:00,2025-07,给父亲强制休陪产假
,5194123616718308,,,,,,,5194168893968074,2025-07-30T18:03:50+08:00,2025-07,推荐母乳喂养6个月，产假都没6个月，太搞笑了
,5194123616718308,,,,,,,5194170442452259,2025-07-30T18:09:59+08:00,2025-07,父亲陪产假、育儿假也应该增加，而不是一味增加女性假期，也需要父亲付出
,5194123616718308,,,,,,,5194152528841822,2025-07-30T16:58:48+08:00,2025-07,我老公事业编 他没听说过育儿假…
,5194123616718308,,,,,,,5194154684712307,2025-07-30T17:07:22+08:00,2025-07,私企又不强制落实等于没有
,5194123616718308,,,,,,,5194166126772462,2025-07-30T17:52:49+08:00,2025-07,育儿假单位不落实，怎么解决[二哈]
,5194123616718308,,,,,,,5194140578743684,2025-07-30T16:11:19+08:00,2025-07,石家庄也是98天！！！
,5194123616718308,,,,,,,5194166377908005,2025-07-30T17:53:50+08:00,2025-07,再等下去，可能延长到365天么？
,5194123616718308,,,,,,,5194246433016574,2025-07-30T23:11:57+08:00,2025-07,我自己在妇幼，我们单位连育儿假都不给休
,5194123616718308,,,,,,,5194255120203781,2025-07-30T23:46:27+08:00,2025-07,休假期间原来的工作谁来做
,5194123616718308,,,,,,,5194182030266370,2025-07-30T18:56:02+08:00,2025-07,能不能强制性啊，光说没啥用啊
,5194123616718308,,,,,,,5194141969681117,2025-07-30T16:16:51+08:00,2025-07,江西南昌没有14天陪产假啊
,5194123616718308,,,,,,,5194210533968829,2025-07-30T20:49:18+08:00,2025-07,这个产假158天都是说说，我生了三个娃都没落地实行
,5194123616718308,,,,,,,5194397223487007,2025-07-31T09:11:08+08:00,2025-07,还是短了，建议产假放三年，毕竟只有等宝宝上了幼儿园，妈妈才有时间工作嘛[摊手][摊手][摊手]
,5194123616718308,,,,,,,5194163936559482,2025-07-30T17:44:07+08:00,2025-07,企业能做到158天？
,5194123616718308,,,,,,,5194142420304676,2025-07-30T16:18:37+08:00,2025-07,不好意思成都就是158天哈，纯母乳喂养还可以延长30天
,5194123616718308,,,,,,,5194487732372087,2025-07-31T15:10:46+08:00,2025-07,这个世界讲真话会被扼杀[二哈][二哈]
,5194123616718308,,,,,,,5194156751720206,2025-07-30T17:15:35+08:00,2025-07,公司人事说，只有三个月的，你要休也可以，不过工资就不发了，而且你岗位也未必能留，要是休假六个月回来，要去别的岗工作了
,5194123616718308,,,,,,,5194155013701717,2025-07-30T17:08:40+08:00,2025-07,私企根本无法落实，就98天
,5194123616718308,,,,,,,5196331419175011,2025-08-05T17:16:56+08:00,2025-08,158天产假包括节假日和周六日吗？
